Survived,Pclass,Age,SibSp,Parch,Fare,is_alone,fare_per_person,Sex_male,Embarked_Q,Embarked_S
0,3,22.0,0,0,9.8375,1,9.8375,False,False,True
0,1,28.0,0,0,52.0,1,52.0,True,False,True
0,2,34.0,1,0,21.0,0,10.5,True,False,True
0,3,29.0,1,0,7.0458,0,3.5229,True,False,True
0,3,22.0,0,0,7.5208,1,7.5208,True,False,True
1,3,2.5,0,1,12.2875,0,6.14375,False,False,True
0,3,9.0,5,2,46.9,0,5.8625,True,False,True
0,2,28.0,0,0,0.0,1,0.0,True,False,True
0,3,50.0,0,0,8.05,1,8.05,True,False,True
1,3,54.5,0,0,9.5875,1,9.5875,False,False,True
1,1,25.0,1,0,65.6563,0,32.82815,True,False,False
0,3,28.0,3,1,25.4667,0,5.0933399999999995,False,False,True
1,1,35.0,1,0,65.6563,0,32.82815,False,False,True
0,1,54.5,0,0,29.7,1,29.7,True,False,False
0,3,30.0,0,0,8.05,1,8.05,True,False,True
1,3,9.0,1,1,15.9,0,5.3,True,False,True
0,3,28.0,1,0,19.9667,0,9.98335,True,False,True
0,3,21.0,0,0,7.25,1,7.25,True,False,True
0,1,54.5,0,0,30.5,1,30.5,True,False,True
0,1,54.5,0,0,49.5042,1,49.5042,True,False,False
0,3,21.0,0,0,8.05,1,8.05,True,False,True
0,3,28.0,0,0,14.4583,1,14.4583,True,False,False
1,1,54.0,1,0,65.6563,0,32.82815,False,False,False
0,3,28.0,0,0,15.1,1,15.1,True,False,True
0,1,25.0,1,2,65.6563,0,16.414075,False,False,True
0,3,24.0,0,0,7.7958,1,7.7958,True,False,True
0,3,17.0,0,0,8.6625,1,8.6625,True,False,True
0,3,21.0,0,0,7.75,1,7.75,False,True,False
0,3,28.0,0,0,7.6292,1,7.6292,False,True,False
0,3,37.0,0,0,9.5875,1,9.5875,False,False,True
1,1,16.0,0,0,65.6563,1,65.6563,False,False,True
0,1,18.0,1,0,65.6563,0,32.82815,True,False,False
1,2,33.0,0,2,26.0,0,8.666666666666666,False,False,True
1,1,28.0,0,0,26.55,1,26.55,True,False,True
0,3,28.0,0,0,22.525,1,22.525,True,False,True
1,3,26.0,0,0,56.4958,1,56.4958,True,False,True
1,3,29.0,0,0,7.75,1,7.75,True,True,False
0,3,28.0,0,0,8.05,1,8.05,True,False,True
1,1,36.0,0,0,26.2875,1,26.2875,True,False,True
1,1,54.0,1,0,59.4,0,29.7,False,False,False
0,3,24.0,0,0,7.4958,1,7.4958,True,False,True
0,1,47.0,0,0,34.0208,1,34.0208,True,False,True
1,2,34.0,0,0,10.5,1,10.5,False,False,True
0,3,28.0,0,0,24.15,1,24.15,True,True,False
1,2,36.0,1,0,26.0,0,13.0,False,False,True
0,3,32.0,0,0,7.8958,1,7.8958,True,False,True
1,1,30.0,0,0,65.6563,1,65.6563,False,False,True
0,3,22.0,0,0,7.8958,1,7.8958,True,False,True
0,3,28.0,0,0,7.225,1,7.225,True,False,False
1,1,44.0,0,1,57.9792,0,28.9896,False,False,False
0,3,28.0,0,0,7.2292,1,7.2292,True,False,False
0,3,40.5,0,0,7.75,1,7.75,True,True,False
1,2,50.0,0,0,10.5,1,10.5,False,False,True
0,1,28.0,0,0,65.6563,1,65.6563,True,False,True
0,3,39.0,0,0,7.925,1,7.925,True,False,True
0,2,23.0,2,1,11.5,0,2.875,True,False,True
1,2,2.5,1,1,26.0,0,8.666666666666666,False,False,True
0,3,28.0,0,0,7.2292,1,7.2292,True,False,False
0,3,17.0,1,1,7.2292,0,2.409733333333333,True,False,False
1,3,28.0,0,2,22.3583,0,7.452766666666666,False,False,False
0,3,30.0,0,0,8.6625,1,8.6625,False,False,True
1,2,7.0,0,2,26.25,0,8.75,False,False,True
0,1,45.0,0,0,26.55,1,26.55,True,False,True
1,1,30.0,0,0,65.6563,1,65.6563,False,False,False
0,3,28.0,0,0,14.5,1,14.5,True,False,True
1,1,22.0,0,2,49.5,0,16.5,False,False,False
1,1,36.0,0,2,65.6563,0,21.885433333333335,False,False,True
0,3,9.0,4,2,31.275,0,4.4678571428571425,False,False,True
0,3,11.0,4,2,31.275,0,4.4678571428571425,False,False,True
1,2,32.0,1,0,26.0,0,13.0,True,False,True
0,1,50.0,1,0,65.6563,0,32.82815,True,False,False
0,1,54.5,0,0,26.0,1,26.0,True,False,True
1,2,19.0,1,0,26.0,0,13.0,False,False,True
1,2,28.0,0,0,13.8625,1,13.8625,True,False,False
0,3,33.0,1,1,20.525,0,6.841666666666666,True,False,True
1,2,8.0,1,1,36.75,0,12.25,True,False,True
1,1,17.0,0,2,65.6563,0,21.885433333333335,True,False,False
0,2,27.0,0,0,26.0,1,26.0,True,False,True
0,3,28.0,0,0,7.8292,1,7.8292,True,True,False
1,3,22.0,0,0,7.225,1,7.225,True,False,False
1,3,22.0,0,0,7.775,1,7.775,False,False,True
0,1,54.5,0,0,26.55,1,26.55,True,False,True
1,1,48.0,1,0,39.6,0,19.8,False,False,False
0,1,28.0,0,0,65.6563,1,65.6563,True,False,False
1,1,39.0,1,1,65.6563,0,21.885433333333335,False,False,True
1,3,36.0,1,0,17.4,0,8.7,False,False,True
0,3,28.0,0,0,7.75,1,7.75,True,True,False
0,3,40.0,0,0,7.8958,1,7.8958,True,False,True
0,2,28.0,0,0,13.5,1,13.5,True,False,True
0,3,28.0,0,0,8.05,1,8.05,True,False,True
0,3,28.0,0,0,8.05,1,8.05,False,False,True
0,3,24.0,2,0,24.15,0,8.049999999999999,True,False,True
0,3,19.0,0,0,7.8958,1,7.8958,True,False,True
0,3,29.0,0,4,21.075,0,4.215,False,False,True
0,3,28.0,0,0,7.2292,1,7.2292,True,False,False
1,3,32.0,0,0,7.8542,1,7.8542,True,False,True
1,2,54.5,0,0,10.5,1,10.5,True,False,True
1,1,53.0,2,0,51.4792,0,17.15973333333333,False,False,True
1,1,36.0,0,0,26.3875,1,26.3875,True,False,True
1,3,28.0,0,0,7.75,1,7.75,False,True,False
0,3,16.0,0,0,8.05,1,8.05,True,False,True
0,3,19.0,0,0,14.5,1,14.5,True,False,True
1,2,34.0,0,0,13.0,1,13.0,False,False,True
1,1,39.0,1,0,55.9,0,27.95,False,False,True
0,3,28.0,1,0,14.4583,0,7.22915,False,False,False
1,3,32.0,0,0,7.925,1,7.925,True,False,True
1,2,25.0,1,1,30.0,0,10.0,False,False,True
1,1,39.0,1,1,65.6563,0,21.885433333333335,False,False,False
0,2,54.0,0,0,26.0,1,26.0,True,False,True
0,1,36.0,0,0,40.125,1,40.125,True,False,False
0,3,28.0,0,0,8.7125,1,8.7125,True,False,False
1,1,18.0,0,2,65.6563,0,21.885433333333335,False,False,True
0,2,47.0,0,0,15.0,1,15.0,True,False,True
1,1,54.5,1,1,65.6563,0,21.885433333333335,True,False,False
0,3,22.0,0,0,8.05,1,8.05,True,False,True
0,3,28.0,0,0,8.05,1,8.05,True,False,True
0,3,35.0,0,0,7.125,1,7.125,True,False,True
1,1,52.0,1,0,65.6563,0,32.82815,False,False,False
0,3,47.0,0,0,7.25,1,7.25,True,False,True
0,3,28.0,0,2,7.75,0,2.5833333333333335,False,True,False
0,2,37.0,1,0,26.0,0,13.0,True,False,True
0,3,36.0,1,1,24.15,0,8.049999999999999,True,False,True
1,2,28.0,0,0,33.0,1,33.0,False,False,True
0,3,49.0,0,0,0.0,1,0.0,True,False,True
0,3,28.0,0,0,7.225,1,7.225,True,False,False
1,1,49.0,1,0,56.9292,0,28.4646,True,False,False
1,2,24.0,2,1,27.0,0,6.75,False,False,True
0,3,28.0,0,0,7.8958,1,7.8958,True,False,True
0,1,28.0,0,0,42.4,1,42.4,True,False,True
0,3,44.0,0,0,8.05,1,8.05,True,False,True
1,1,35.0,0,0,26.55,1,26.55,True,False,False
0,3,36.0,1,0,15.55,0,7.775,True,False,True
0,3,30.0,0,0,7.8958,1,7.8958,True,False,True
1,1,27.0,0,0,30.5,1,30.5,True,False,True
1,2,22.0,1,2,41.5792,0,10.3948,False,False,False
1,1,40.0,0,0,65.6563,1,65.6563,False,False,True
0,3,39.0,1,5,31.275,0,4.4678571428571425,False,False,True
0,3,28.0,0,0,7.05,1,7.05,True,False,True
1,3,28.0,1,0,15.5,0,7.75,False,True,False
0,3,28.0,0,0,7.75,1,7.75,True,True,False
0,3,35.0,0,0,8.05,1,8.05,True,False,True
1,2,24.0,1,2,65.0,0,16.25,False,False,True
0,3,34.0,1,1,14.4,0,4.8,True,False,True
0,3,26.0,1,0,16.1,0,8.05,False,False,True
1,2,4.0,2,1,39.0,0,9.75,False,False,True
0,2,26.0,0,0,10.5,1,10.5,True,False,True
0,3,27.0,1,0,14.4542,0,7.2271,True,False,False
1,1,42.0,1,0,52.5542,0,26.2771,True,False,True
1,3,20.0,1,1,15.7417,0,5.247233333333333,True,False,False
0,3,21.0,0,0,7.8542,1,7.8542,True,False,True
0,3,21.0,0,0,16.1,1,16.1,True,False,True
0,1,54.5,0,0,32.3208,1,32.3208,True,False,True
0,2,54.5,0,0,12.35,1,12.35,True,True,False
1,1,21.0,0,0,65.6563,1,65.6563,False,False,True
0,3,26.0,0,0,7.8958,1,7.8958,True,False,True
0,3,28.0,0,0,7.7333,1,7.7333,True,True,False
1,1,54.5,0,0,30.0,1,30.0,True,False,True
0,3,51.0,0,0,7.0542,1,7.0542,True,False,True
1,1,32.0,0,0,30.5,1,30.5,True,False,False
0,1,28.0,0,0,0.0,1,0.0,True,False,True
0,3,9.0,3,2,27.9,0,4.6499999999999995,False,False,True
1,2,28.0,0,0,13.0,1,13.0,False,False,True
0,3,32.0,0,0,7.925,1,7.925,True,False,True
0,2,31.0,1,1,26.25,0,8.75,True,False,True
0,3,41.0,0,5,39.6875,0,6.614583333333333,False,False,True
0,3,28.0,1,0,16.1,0,8.05,True,False,True
0,3,20.0,0,0,7.8542,1,7.8542,True,False,True
1,1,24.0,0,0,65.6563,1,65.6563,False,False,False
0,3,2.5,3,2,27.9,0,4.6499999999999995,False,False,True
1,3,28.0,0,0,56.4958,1,56.4958,True,False,True
1,3,2.5,2,1,19.2583,0,4.814575,False,False,False
1,1,48.0,1,0,65.6563,0,32.82815,True,False,False
0,3,19.0,0,0,7.8958,1,7.8958,True,False,True
1,1,54.5,0,0,35.5,1,35.5,True,False,False
0,3,28.0,0,0,7.55,1,7.55,True,False,True
1,3,23.0,0,0,7.55,1,7.55,False,False,True
0,3,28.0,0,0,7.8958,1,7.8958,True,False,True
1,2,18.0,0,1,23.0,0,11.5,False,False,True
0,3,21.0,0,0,8.4333,1,8.4333,True,False,True
1,3,28.0,0,0,7.8292,1,7.8292,False,True,False
0,3,18.0,0,0,6.75,1,6.75,False,True,False
0,2,24.0,2,0,65.6563,0,21.885433333333335,True,False,True
0,3,28.0,0,0,7.8958,1,7.8958,True,False,True
0,3,32.0,1,1,15.5,0,5.166666666666667,False,True,False
0,2,23.0,0,0,13.0,1,13.0,True,False,True
0,1,54.5,0,2,65.6563,0,21.885433333333335,True,False,False
1,1,50.0,2,0,65.6563,0,21.885433333333335,True,False,True
0,3,40.0,0,0,7.225,1,7.225,True,False,False
0,1,47.0,0,0,25.5875,1,25.5875,True,False,True
0,3,36.0,0,0,7.4958,1,7.4958,True,False,True
1,3,20.0,1,0,7.925,0,3.9625,True,False,True
0,2,32.0,2,0,65.6563,0,21.885433333333335,True,False,True
0,2,25.0,0,0,13.0,1,13.0,True,False,True
0,3,28.0,0,0,7.775,1,7.775,True,False,True
0,3,43.0,0,0,8.05,1,8.05,True,False,True
1,1,28.0,1,0,52.0,0,26.0,False,False,True
1,2,40.0,1,1,39.0,0,13.0,False,False,True
0,1,31.0,1,0,52.0,0,26.0,True,False,True
0,2,54.5,0,0,10.5,1,10.5,True,False,True
1,2,31.0,0,0,13.0,1,13.0,True,False,True
0,2,28.0,0,0,0.0,1,0.0,True,False,True
0,3,18.0,0,0,7.775,1,7.775,True,False,True
0,3,24.5,0,0,8.05,1,8.05,True,False,True
1,3,18.0,0,0,9.8417,1,9.8417,False,False,True
0,3,43.0,1,6,46.9,0,5.8625,False,False,True
1,1,36.0,0,1,65.6563,0,32.82815,True,False,False
0,3,28.0,0,0,8.1375,1,8.1375,False,True,False
1,1,27.0,0,0,65.6563,1,65.6563,True,False,False
0,3,20.0,0,0,9.225,1,9.225,True,False,True
0,3,14.0,5,2,46.9,0,5.8625,True,False,True
0,2,54.5,1,1,39.0,0,13.0,True,False,True
0,2,25.0,1,2,41.5792,0,10.3948,True,False,False
0,3,14.0,4,1,39.6875,0,6.614583333333333,True,False,True
0,3,19.0,0,0,10.1708,1,10.1708,True,False,True
0,3,18.0,0,0,7.7958,1,7.7958,True,False,True
1,1,15.0,0,1,65.6563,0,32.82815,False,False,True
1,1,31.0,1,0,57.0,0,28.5,True,False,True
1,3,4.0,0,1,13.4167,0,6.70835,False,False,False
1,3,28.0,0,0,56.4958,1,56.4958,True,False,True
0,3,25.0,0,0,7.225,1,7.225,True,False,False
0,1,54.5,0,0,26.55,1,26.55,True,False,True
0,2,52.0,0,0,13.5,1,13.5,True,False,True
0,3,44.0,0,0,8.05,1,8.05,True,False,True
1,3,28.0,0,0,7.7333,1,7.7333,False,True,False
0,1,49.0,1,1,65.6563,0,21.885433333333335,True,False,False
0,3,42.0,0,0,7.65,1,7.65,True,False,True
1,1,18.0,1,0,65.6563,0,32.82815,False,False,False
1,1,35.0,0,0,26.2875,1,26.2875,True,False,True
0,3,18.0,0,1,14.4542,0,7.2271,False,False,False
0,3,25.0,0,0,7.7417,1,7.7417,True,True,False
0,3,26.0,1,0,7.8542,0,3.9271,True,False,True
0,2,39.0,0,0,26.0,1,26.0,True,False,True
1,2,45.0,0,0,13.5,1,13.5,False,False,True
1,1,42.0,0,0,26.2875,1,26.2875,True,False,True
1,1,22.0,0,0,65.6563,1,65.6563,False,False,True
1,3,28.0,1,1,15.2458,0,5.081933333333333,True,False,False
1,1,24.0,0,0,49.5042,1,49.5042,False,False,False
0,1,28.0,0,0,26.55,1,26.55,True,False,True
1,1,48.0,1,0,52.0,0,26.0,True,False,True
0,3,29.0,0,0,9.4833,1,9.4833,True,False,True
0,2,52.0,0,0,13.0,1,13.0,True,False,True
0,3,19.0,0,0,7.65,1,7.65,True,False,True
1,1,38.0,0,0,65.6563,1,65.6563,False,False,False
1,2,27.0,0,0,10.5,1,10.5,False,False,True
0,3,28.0,0,0,15.5,1,15.5,True,True,False
0,3,33.0,0,0,7.775,1,7.775,True,False,True
1,2,6.0,0,1,33.0,0,16.5,False,False,True
0,3,17.0,1,0,7.0542,0,3.5271,True,False,True
0,2,34.0,0,0,13.0,1,13.0,True,False,True
0,2,50.0,0,0,13.0,1,13.0,True,False,True
1,1,27.0,1,0,53.1,0,26.55,True,False,True
0,3,20.0,0,0,8.6625,1,8.6625,True,False,True
1,2,30.0,3,0,21.0,0,5.25,False,False,True
1,3,28.0,0,0,7.7375,1,7.7375,False,True,False
0,2,25.0,1,0,26.0,0,13.0,True,False,True
0,3,25.0,1,0,7.925,0,3.9625,False,False,True
1,1,29.0,0,0,65.6563,1,65.6563,False,False,True
0,3,11.0,0,0,18.7875,1,18.7875,True,False,False
0,2,28.0,0,0,0.0,1,0.0,True,False,True
0,2,23.0,0,0,13.0,1,13.0,True,False,True
0,2,23.0,0,0,13.0,1,13.0,True,False,True
0,3,28.5,0,0,16.1,1,16.1,True,False,True
0,3,48.0,1,3,34.375,0,6.875,False,False,True
1,1,35.0,0,0,65.6563,1,65.6563,True,False,False
0,3,28.0,0,0,7.8958,1,7.8958,True,False,True
0,3,28.0,0,0,7.8958,1,7.8958,True,False,True
1,1,28.0,0,0,30.0,1,30.0,True,False,True
0,1,36.0,1,0,65.6563,0,32.82815,True,False,True
1,1,21.0,2,2,65.6563,0,13.131260000000001,False,False,False
0,3,24.0,1,0,16.1,0,8.05,True,False,True
1,3,31.0,0,0,7.925,1,7.925,True,False,True
0,1,54.5,1,1,65.6563,0,21.885433333333335,True,False,True
0,3,16.0,1,1,20.25,0,6.75,True,False,True
1,2,30.0,0,0,13.0,1,13.0,False,False,True
0,1,19.0,1,0,53.1,0,26.55,True,False,True
0,3,31.0,0,0,7.75,1,7.75,True,True,False
1,2,4.0,1,1,23.0,0,7.666666666666667,False,False,True
1,3,6.0,0,1,12.475,0,6.2375,True,False,True
0,3,33.0,0,0,9.5,1,9.5,True,False,True
0,3,23.0,0,0,7.8958,1,7.8958,True,False,True
1,2,48.0,1,2,65.0,0,16.25,False,False,True
1,2,2.5,1,1,14.5,0,4.833333333333333,True,False,True
0,3,28.0,0,0,7.7958,1,7.7958,True,False,True
0,2,18.0,0,0,11.5,1,11.5,True,False,True
0,3,34.0,0,0,8.05,1,8.05,True,False,True
1,1,33.0,0,0,65.6563,1,65.6563,False,False,True
0,3,28.0,0,0,14.5,1,14.5,True,False,True
0,3,41.0,0,0,7.125,1,7.125,True,False,True
1,3,20.0,0,0,7.2292,1,7.2292,True,False,False
1,1,36.0,1,2,65.6563,0,16.414075,False,False,True
0,3,16.0,0,0,7.775,1,7.775,True,False,True
1,1,51.0,1,0,65.6563,0,32.82815,False,False,True
0,1,28.0,0,0,39.6,1,39.6,True,False,False
0,3,30.5,0,0,7.75,1,7.75,False,True,False
0,3,28.0,1,0,24.15,0,12.075,True,True,False
0,3,32.0,0,0,8.3625,1,8.3625,True,False,True
0,3,24.0,0,0,9.5,1,9.5,True,False,True
0,3,48.0,0,0,7.8542,1,7.8542,True,False,True
0,2,54.5,0,0,10.5,1,10.5,False,False,True
0,3,28.0,0,0,7.225,1,7.225,True,False,False
1,2,54.0,1,3,23.0,0,4.6,False,False,True
0,3,18.0,0,0,7.75,1,7.75,True,False,True
0,3,28.0,0,0,7.75,1,7.75,True,True,False
1,3,5.0,0,0,12.475,1,12.475,False,False,True
0,3,28.0,0,0,7.7375,1,7.7375,True,True,False
1,1,43.0,0,1,65.6563,0,32.82815,False,False,True
1,3,13.0,0,0,7.2292,1,7.2292,False,False,False
1,1,17.0,1,0,57.0,0,28.5,False,False,True
0,1,29.0,0,0,30.0,1,30.0,True,False,True
0,3,28.0,1,2,23.45,0,5.8625,True,False,True
0,3,25.0,0,0,7.05,1,7.05,True,False,True
0,3,25.0,0,0,7.25,1,7.25,True,False,True
1,3,18.0,0,0,7.4958,1,7.4958,False,False,True
0,3,8.0,4,1,29.125,0,4.854166666666667,True,True,False
1,3,2.5,1,2,20.575,0,5.14375,True,False,True
0,1,46.0,0,0,65.6563,1,65.6563,True,False,False
0,3,28.0,0,0,7.75,1,7.75,True,True,False
0,2,16.0,0,0,26.0,1,26.0,True,False,True
0,3,28.0,8,2,65.6563,0,5.968754545454545,False,False,True
0,1,28.0,0,0,30.6958,1,30.6958,True,False,False
0,3,25.0,0,0,7.8958,1,7.8958,True,False,True
0,2,39.0,0,0,13.0,1,13.0,True,False,True
1,1,49.0,0,0,25.9292,1,25.9292,False,False,True
1,3,31.0,0,0,8.6833,1,8.6833,False,False,True
0,3,30.0,0,0,7.2292,1,7.2292,True,False,False
0,3,30.0,1,1,24.15,0,8.049999999999999,False,False,True
0,2,34.0,0,0,13.0,1,13.0,True,False,True
1,2,31.0,1,1,26.25,0,8.75,False,False,True
1,1,11.0,1,2,65.6563,0,16.414075,True,False,True
1,3,2.5,0,1,8.5167,0,4.25835,True,False,False
1,3,27.0,0,0,6.975,1,6.975,True,False,True
0,3,31.0,0,0,7.775,1,7.775,True,False,True
0,1,39.0,0,0,0.0,1,0.0,True,False,True
0,3,18.0,0,0,7.775,1,7.775,False,False,True
0,2,39.0,0,0,13.0,1,13.0,True,False,True
1,1,33.0,1,0,53.1,0,26.55,False,False,True
0,3,26.0,0,0,7.8875,1,7.8875,True,False,True
0,3,39.0,0,0,24.15,1,24.15,True,False,True
0,2,35.0,0,0,10.5,1,10.5,True,False,True
0,3,6.0,4,2,31.275,0,4.4678571428571425,False,False,True
0,3,30.5,0,0,8.05,1,8.05,True,False,True
0,1,28.0,0,0,0.0,1,0.0,True,False,True
0,3,23.0,0,0,7.925,1,7.925,False,False,True
0,2,31.0,1,1,37.0042,0,12.334733333333332,True,False,False
0,3,43.0,0,0,6.45,1,6.45,True,False,True
0,3,10.0,3,2,27.9,0,4.6499999999999995,True,False,True
1,1,52.0,1,1,65.6563,0,21.885433333333335,False,False,True
1,3,27.0,0,0,8.6625,1,8.6625,True,False,True
0,1,38.0,0,0,0.0,1,0.0,True,False,True
1,3,27.0,0,1,12.475,0,6.2375,False,False,True
0,3,2.5,4,1,39.6875,0,6.614583333333333,True,False,True
0,3,28.0,0,0,6.95,1,6.95,True,True,False
0,3,28.0,0,0,56.4958,1,56.4958,True,False,True
1,2,2.5,0,2,37.0042,0,12.334733333333332,True,False,False
1,3,28.0,0,0,7.75,1,7.75,True,True,False
1,3,15.0,1,0,14.4542,0,7.2271,False,False,False
1,2,2.5,1,1,18.75,0,6.25,True,False,True
0,3,28.0,0,0,7.2292,1,7.2292,True,False,False
0,3,23.0,0,0,7.8542,1,7.8542,True,False,True
0,3,18.0,0,0,8.3,1,8.3,True,False,True
1,1,39.0,1,1,65.6563,0,21.885433333333335,False,False,False
0,3,21.0,0,0,8.6625,1,8.6625,True,False,True
0,3,28.0,0,0,8.05,1,8.05,True,False,True
1,3,32.0,0,0,56.4958,1,56.4958,True,False,True
1,1,28.0,0,0,29.7,1,29.7,True,False,False
0,3,20.0,0,0,7.925,1,7.925,True,False,True
0,2,16.0,0,0,10.5,1,10.5,True,False,True
1,1,30.0,0,0,31.0,1,31.0,False,False,False
0,3,34.5,0,0,6.4375,1,6.4375,True,False,False
0,3,17.0,0,0,8.6625,1,8.6625,True,False,True
0,3,42.0,0,0,7.55,1,7.55,True,False,True
0,3,28.0,8,2,65.6563,0,5.968754545454545,True,False,True
0,3,35.0,0,0,7.8958,1,7.8958,True,False,False
0,2,28.0,0,1,33.0,0,16.5,True,False,True
1,1,28.0,1,0,65.6563,0,32.82815,False,False,False
0,3,4.0,4,2,31.275,0,4.4678571428571425,True,False,True
0,3,54.5,0,0,7.775,1,7.775,True,False,True
0,3,9.0,1,1,15.2458,0,5.081933333333333,False,False,False
1,1,16.0,0,1,39.4,0,19.7,False,False,True
0,2,44.0,1,0,26.0,0,13.0,False,False,True
1,3,18.0,0,1,9.35,0,4.675,False,False,True
1,1,45.0,1,1,65.6563,0,21.885433333333335,False,False,True
1,1,51.0,0,0,26.55,1,26.55,True,False,True
1,3,24.0,0,3,19.2583,0,4.814575,False,False,False
0,3,28.0,0,0,7.2292,1,7.2292,True,False,False
0,3,41.0,2,0,14.1083,0,4.702766666666666,True,False,True
0,2,21.0,1,0,11.5,0,5.75,True,False,True
1,1,48.0,0,0,25.9292,1,25.9292,False,False,True
0,3,28.0,8,2,65.6563,0,5.968754545454545,False,False,True
0,2,24.0,0,0,13.0,1,13.0,True,False,True
1,2,42.0,0,0,13.0,1,13.0,False,False,True
1,2,27.0,1,0,13.8583,0,6.92915,False,False,False
0,1,31.0,0,0,50.4958,1,50.4958,True,False,True
0,3,28.0,0,0,9.5,1,9.5,True,False,True
1,3,4.0,1,1,11.1333,0,3.7111,True,False,True
0,3,26.0,0,0,7.8958,1,7.8958,True,False,True
1,1,47.0,1,1,52.5542,0,17.518066666666666,False,False,True
0,1,33.0,0,0,5.0,1,5.0,True,False,True
0,3,47.0,0,0,9.0,1,9.0,True,False,True
1,2,28.0,1,0,24.0,0,12.0,False,False,False
1,3,15.0,0,0,7.225,1,7.225,False,False,False
0,3,20.0,0,0,9.8458,1,9.8458,True,False,True
0,3,19.0,0,0,7.8958,1,7.8958,True,False,True
0,3,28.0,0,0,7.8958,1,7.8958,True,False,True
1,1,54.5,0,1,65.6563,0,32.82815,False,False,False
1,2,25.0,0,1,26.0,0,13.0,False,False,True
0,3,33.0,0,0,7.8958,1,7.8958,True,False,True
0,3,22.0,0,0,10.5167,1,10.5167,False,False,True
0,2,28.0,0,0,10.5,1,10.5,True,False,True
0,3,25.0,0,0,7.05,1,7.05,True,False,True
0,3,39.0,0,5,29.125,0,4.854166666666667,False,True,False
0,2,27.0,0,0,13.0,1,13.0,True,False,True
1,1,19.0,0,0,30.0,1,30.0,False,False,True
0,3,28.0,1,2,23.45,0,5.8625,False,False,True
1,1,26.0,0,0,30.0,1,30.0,True,False,False
0,3,32.0,0,0,7.75,1,7.75,True,True,False
